artist;id;name;nb_fans;nb_album
East & Young (349680);349680;East & Young;3127;23
Sam Smith (1097709);1097709;Sam Smith;4840069;46
Pink Sweat$ (15320551);15320551;Pink Sweat$;37227;36
Ship Wrek (9541204);9541204;Ship Wrek;2075;29
Dotan (1202336);1202336;Dotan;67226;7
Yellow Claw (2831401);2831401;Yellow Claw;362087;98
Passion Pit (95538);95538;Passion Pit;165676;14
Uffie (5317);5317;Uffie;59038;26
Roxette (1755);1755;Roxette;834061;62
Throttle (1235717);1235717;Throttle;11973;28
KAREN HARDING (187000);187000;KAREN HARDING;8161;53
Jackson Wang (11140418);11140418;Jackson Wang;236095;21
Jvke (14486481);14486481;Jvke;10500;22
Cody Simpson (652303);652303;Cody Simpson;764490;27
Hook n Sling (201327);201327;Hook n Sling;170922;20
Lucas & Steve (1465570);1465570;Lucas & Steve;115155;92
Years & Years (4023815);4023815;Years & Years;921441;50
Mr. Probz (2137231);2137231;Mr. Probz;879489;16
Dolly Parton (8741);8741;Dolly Parton;359330;113
OneRepublic (74398);74398;OneRepublic;3814030;61
Kamille (5022271);5022271;Kamille;679;38
Charlie Puth (1362735);1362735;Charlie Puth;1983750;82
Sharaya J (4524596);4524596;Sharaya J;878;16
Machine Gun Kelly (428675);428675;Machine Gun Kelly;499701;33
MC Stretch (5135904);5135904;MC Stretch;408;6
EMC (299719);299719;EMC;708;44
MC DV8 (4831914);4831914;MC DV8;3917;1
Belinda (6329);6329;Belinda;682299;27
 (9091216);9091216;;0;0
 (11847389);11847389;;0;0
 (2395);2395;;0;0
 (10156246);10156246;;0;0
 (13785597);13785597;;0;0
 (7010897);7010897;;0;0
Beardyman (390946);390946;Beardyman;3962;35
GC (1618893);1618893;GC;174;174
Vérité (6147614);6147614;Vérité;6397;45
Mondello' G (68917422);68917422;Mondello' G;39;1
Linka (1177004);1177004;Linka;141;62
ookay (5092057);5092057;ookay;17735;41
Liiv (8366708);8366708;Liiv;15;9
Noisecontrollers (204234);204234;Noisecontrollers;218298;113
Silverland (997011);997011;Silverland;26;36
Showtek and Major Lazer (12581092);12581092;Showtek and Major Lazer;132;0
GC (Gate Citizens) (13933715);13933715;GC (Gate Citizens);4;34
Elephant Man (2545);2545;Elephant Man;235853;172
Dropgun (4126474);4126474;Dropgun;28662;33
Ms. Dynamite (1155);1155;Ms. Dynamite;15923;4
Elliphant (3559831);3559831;Elliphant;26021;34
Eva Shaw (5368444);5368444;Eva Shaw;8690;72
Spree Wilson (537911);537911;Spree Wilson;902;2
Tuneboy (189469);189469;Tuneboy;11984;96
Technoboy (69202);69202;Technoboy;29286;108
Matthew Koma (1516471);1516471;Matthew Koma;58208;28
Justin Prime (1677958);1677958;Justin Prime;10550;72
Moby (493);493;Moby;863079;107
Leon Sherman (4635207);4635207;Leon Sherman;97;10
Sevenn (9851680);9851680;Sevenn;112638;57
Mc Ambush (4852763);4852763;Mc Ambush;28;4
Major Lazer & Showtek (11092678);11092678;Major Lazer & Showtek;896;0
Kris Kiss (4971371);4971371;Kris Kiss;248;45
MAKJ (4463649);4463649;MAKJ;103289;56
We Are Loud (5045086);5045086;We Are Loud;1166;26
Kondo (7422598);7422598;Kondo;1;21
JGMBJ (52871532);52871532;JGMBJ;0;0
Euro (1297663);1297663;Euro;1168;38
Mad Mark (1380766);1380766;Mad Mark;24209;3
DJ Antoine (10041);10041;DJ Antoine;773093;143
Sammy Porter (7890828);7890828;Sammy Porter;2492;45
 (4871676);4871676;;0;0
 (62031942);62031942;;0;0
ONEDUO (10275558);10275558;ONEDUO;44;23
Outgang (73389722);73389722;Outgang;9;14
Bonka (97437122);97437122;Bonka;25;25
Bust-R (13020881);13020881;Bust-R;114;6
GT_Ofice (77640482);77640482;GT_Ofice;9;23
David Campoy (282552);282552;David Campoy;337;13
Lodato (1429270);1429270;Lodato;6043;36
Dirtyfreqs (11195926);11195926;Dirtyfreqs;9;3
Vinny Vibe (50166802);50166802;Vinny Vibe;10;18
Tiko's Groove (1218214);1218214;Tiko's Groove;1803;5
Helena (16966);16966;Helena;5118;116
Sultan + Shepard (7584298);7584298;Sultan + Shepard;25646;14
Dave Audé (396551);396551;Dave Audé;3157;98
Oliver Rosa (5967044);5967044;Oliver Rosa;21;6
Weird Genius (12073944);12073944;Weird Genius;4877;27
Kodaline (3803881);3803881;Kodaline;394315;26
Los Padres (13368183);13368183;Los Padres;14;27
Delaney Jane (6604402);6604402;Delaney Jane;2984;6
Shaun Frank (4513746);4513746;Shaun Frank;14641;46
DJ Fresh (490454);490454;DJ Fresh;187545;61
Imani Williams (9796172);9796172;Imani Williams;2232;14
Hailee Steinfeld (5961630);5961630;Hailee Steinfeld;385701;14
Kato (293277);293277;Kato;33732;25
HRVY (12785693);12785693;HRVY;94207;53
Paul Janeway of St. Paul & The Broken Bones (11203804);11203804;Paul Janeway of St. Paul & The Broken Bones;12;0
Craig David (110);110;Craig David;261173;41
The Vamps (5171069);5171069;The Vamps;675922;50
JP Cooper (1641705);1641705;JP Cooper;193890;62
Tyrone (455415);455415;Tyrone;382;134
Talia Mar (10669329);10669329;Talia Mar;1848;19
Dani Robinette (10413784);10413784;Dani Robinette;1;0
Kellen O'Donnell (10413790);10413790;Kellen O'Donnell;0;3
Aleana Entera (65996052);65996052;Aleana Entera;3;0
 (4679701);4679701;;0;0
 (469035);469035;;0;0
 (1365282);1365282;;0;0
 (337770);337770;;0;0
 (4485585);4485585;;0;0
Blinders (1372143);1372143;Blinders;5260;42
Jordan Grace (5711593);5711593;Jordan Grace;214;43
The Federal Empire (10974386);10974386;The Federal Empire;1128;13
Dawn Golden (4979065);4979065;Dawn Golden;2968;5
Aleesia (1574176);1574176;Aleesia;895;7
Sander van doorn (169954);169954;Sander van doorn;334552;92
JRM (7475686);7475686;JRM;256;49
Alex Aris (9306108);9306108;Alex Aris;150;12
Citadelle (118331532);118331532;Citadelle;256;5
Ytram (98347302);98347302;Ytram;1553;3
Firebeatz (1249649);1249649;Firebeatz;588610;111
Maejor (7140333);7140333;Maejor;72092;45
Area21 (10159116);10159116;Area21;9779;12
John & Michel (10217508);10217508;John & Michel;412;0
Dewain Whitmore (6899947);6899947;Dewain Whitmore;17;0
Justin Mylo (10301004);10301004;Justin Mylo;7379;14
Jay Hardway (4757864);4757864;Jay Hardway;154785;55
Clinton Kane (14505235);14505235;Clinton Kane;11658;22
Michel Zitron (4407744);4407744;Michel Zitron;4116;1
Dean Lewis (6401240);6401240;Dean Lewis;230486;28
Shaun Farrugia (9036674);9036674;Shaun Farrugia;376;5
DubVision (541399);541399;DubVision;139253;85
Breathe Carolina (132264);132264;Breathe Carolina;63145;76
Sasha Alex Sloan (140005292);140005292;Sasha Alex Sloan;12570;30
Bonn (49533552);49533552;Bonn;6507;5
Bono & The Edge (4504056);4504056;Bono & The Edge;92;0
The Edge (166079);166079;The Edge;9173;2
Bono (5227);5227;Bono;34366;5
Fall Out Boy (404);404;Fall Out Boy;2266972;46
Macklemore (152291);152291;Macklemore;862235;24
TREBLA (511775);511775;TREBLA;26;33
Vogel (524107);524107;Vogel;492;33
 (3239);3239;;0;0
 (4681477);4681477;;0;0
 (378459);378459;;0;0
 (12068820);12068820;;0;0
 (63972);63972;;0;0
 (1042797);1042797;;0;0
Danyon (50913732);50913732;Danyon;9;28
Kenzie (1234312);1234312;Kenzie;3921;77
Mo Falk (14933799);14933799;Mo Falk;1267;27
Jonas Aden (6606140);6606140;Jonas Aden;5453;18
Mesto (5859262);5859262;Mesto;13617;7
Mike Yung (11043116);11043116;Mike Yung;4017;9
Grx (5059478);5059478;Grx;728;13
Brooks & GRX (13345445);13345445;Brooks & GRX;100;0
TZAR (1071614);1071614;TZAR;147;20
IZECOLD (7355922);7355922;IZECOLD;572;7
Molly Ann (10260596);10260596;Molly Ann;37;3
Alida (171731);171731;Alida;1359;7
Julian Jordan (1473166);1473166;Julian Jordan;108063;73
Isabèl Usher (12944961);12944961;Isabèl Usher;46;11
Natalie Major (5507332);5507332;Natalie Major;210;21
Mike Williams (639504);639504;Mike Williams;35975;61
Jay Mason (486413);486413;Jay Mason;129;30
Vluarr (9958776);9958776;Vluarr;332;21
Joss Stone (821);821;Joss Stone;321839;37
Santana (553);553;Santana;1092801;64
Konshens (164002);164002;Konshens;401957;245
Debi Nova (371600);371600;Debi Nova;8937;15
Tami Chin (584578);584578;Tami Chin;22;0
Nicky B (91260);91260;Nicky B;1893;57
SYNTHKARTELL (1466342);1466342;SYNTHKARTELL;190;4
Alkaline (1654286);1654286;Alkaline;235014;85
Chico (4392);4392;Chico;1410;203
Leftside & Sean Paul (14073187);14073187;Leftside & Sean Paul;91;0
Leftside (92965);92965;Leftside;3323;82
Damian Jr. Gong Marley (8201972);8201972;Damian Jr. Gong Marley;100;1
Stylo G (473230);473230;Stylo G;106161;76
DJ Ammo (4852358);4852358;DJ Ammo;46;1
Intence (1148176);1148176;Intence;7543;117
Ce'cile (6011);6011;Ce'cile;24786;55
Mozart la Para (350042);350042;Mozart la Para;49753;82
KStewart (6904185);6904185;KStewart;3153;9
 (394);394;;0;0
 (15378);15378;;0;0
Ellie Goulding (311820);311820;Ellie Goulding;5923971;50
Childsplay (105712);105712;Childsplay;12801;57
GAIA (9201320);9201320;GAIA;447;3
Chi Ching Ching (1372582);1372582;Chi Ching Ching;1130;70
Pia Mia (2724281);2724281;Pia Mia;213141;21
Machel Montano (186783);186783;Machel Montano;22451;99
Ir Sais (12407002);12407002;Ir Sais;3821;28
Kent Jones (7949792);7949792;Kent Jones;71877;13
Fuse ODG (3038541);3038541;Fuse ODG;104790;49
Busy Signal (116337);116337;Busy Signal;450691;218
Shenseea (10668885);10668885;Shenseea;81324;74
Gwen Stefani (16);16;Gwen Stefani;989782;36
Miss Lafamilia (8661696);8661696;Miss Lafamilia;172;14
Topo La Maskara (12071380);12071380;Topo La Maskara;106991;98
Sasha (50055182);50055182;Sasha;1064;107
Keyshia Cole (2656);2656;Keyshia Cole;469838;13
DJ Snake (482758);482758;DJ Snake;5429183;66
Wiley (2370);2370;Wiley;186929;130
Alexis Jordan (1041337);1041337;Alexis Jordan;61966;6
INNA (288252);288252;INNA;1800358;201
Dua Lipa (8706544);8706544;Dua Lipa;7169633;82
Joss Favela (4973602);4973602;Joss Favela;45384;22
Tainy (4649104);4649104;Tainy;213161;33
SAYGRACE (76030882);76030882;SAYGRACE;6109;25
Austin Mahone (3899911);3899911;Austin Mahone;1034923;34
Di Genius (366836);366836;Di Genius;917;10
Juhn (10388560);10388560;Juhn;122132;62
Kideko (6161052);6161052;Kideko;2180;54
Dj Nelson (153276342);153276342;Dj Nelson;19021;9
Jay Wheeler (1074021);1074021;Jay Wheeler;350531;80
Lucas Lucco (4244787);4244787;Lucas Lucco;1998125;73
Abraham Mateo (320004);320004;Abraham Mateo;413541;45
Marca MP (61384072);61384072;Marca MP;358748;19
Gianluca Vacchi (12981701);12981701;Gianluca Vacchi;3106;16
 (1170312);1170312;;0;0
 (1481097);1481097;;0;0
 (7888024);7888024;;0;0
Mau y Ricky (10189722);10189722;Mau y Ricky;726389;34
ChocQuibTown (76884);76884;ChocQuibTown;592235;34
Will.i.am. (6413970);6413970;Will.i.am.;5;0
Leslie Grace (3826021);3826021;Leslie Grace;53640;23
Pedro Capó (294464);294464;Pedro Capó;490633;36
Carlos Rivera (788737);788737;Carlos Rivera;629452;39
Guaynaa (49197782);49197782;Guaynaa;399646;49
Nathy Peluso (12346612);12346612;Nathy Peluso;72857;17
Nicki Nicole (13299379);13299379;Nicki Nicole;476956;32
Christina Aguilera (116);116;Christina Aguilera;3442674;24
Paulo Londra (12637039);12637039;Paulo Londra;1670294;26
League of Legends (7402526);7402526;League of Legends;222800;96
Thutmose (10159434);10159434;Thutmose;1691;34
Duckwrth (7990602);7990602;Duckwrth;5620;37
SOYEON of (G)I-DLE (76764672);76764672;SOYEON of (G)I-DLE;121;0
Keke Palmer (66093);66093;Keke Palmer;15699;11
True Damage (76764662);76764662;True Damage;10748;2
Daviles de Novelda (13756291);13756291;Daviles de Novelda;15383;51
TINI (2252591);2252591;TINI;786470;36
ZIEZIE (13866233);13866233;ZIEZIE;6512;33
Ms Banks (4841163);4841163;Ms Banks;12867;32
Hardy Caprio (10149962);10149962;Hardy Caprio;67113;18
SwitchOTR (81207482);81207482;SwitchOTR;6949;12
CARO (61504);61504;CARO;868;132
Lekota (158198892);158198892;Lekota;2;2
HARLEE (5554741);5554741;HARLEE;513;19
ZAYN (9761322);9761322;ZAYN;2440653;22
Shaed (379186);379186;Shaed;33706;25
Nina Simone (744);744;Nina Simone;2168993;33
Da Hool (1015);1015;Da Hool;6875;29
 (1454125);1454125;;0;0
 (5887446);5887446;;0;0
 (121311042);121311042;;0;0
 (9752838);9752838;;0;0
 (11063118);11063118;;0;0
 (4841158);4841158;;0;0
The Wildcardz (79052392);79052392;The Wildcardz;16;12
Djds (8514236);8514236;Djds;1627;22
Col3trane (12467362);12467362;Col3trane;2896;21
KREAM (4794542);4794542;KREAM;3218;48
Ramz (5979058);5979058;Ramz;6577;28
Louis The Child (4955521);4955521;Louis The Child;12890;23
Cassper Nyovest (5895321);5895321;Cassper Nyovest;256621;37
King Promise (9958178);9958178;King Promise;56368;31
Spice (17008);17008;Spice;62072;101
Ray BLK (8773452);8773452;Ray BLK;4995;32
Young Adz (8245150);8245150;Young Adz;19923;9
Steel Banglez (1511333);1511333;Steel Banglez;9067;23
Nana rogues (5086253);5086253;Nana rogues;1022;6
Maleek Berry (4534357);4534357;Maleek Berry;61449;2
Mabel (103103);103103;Mabel;327495;70
D-Block Europe (14181947);14181947;D-Block Europe;76263;38
wewantwraiths (103035772);103035772;wewantwraiths;1768;21
Russ Millions (87033922);87033922;Russ Millions;72125;32
Da Beatfreakz (5873712);5873712;Da Beatfreakz;3693;13
Jake Gosling (4407951);4407951;Jake Gosling;56;1
Riton (82264);82264;Riton;41168;50
Disclosure (409796);409796;Disclosure;922828;61
Max M (81045982);81045982;Max M;74;16
The Wishes (61876762);61876762;The Wishes;0;1
Flamingo Cartel (66049752);66049752;Flamingo Cartel;336;24
Taao Kross (4791165);4791165;Taao Kross;4956;45
DJ Groove (1190515);1190515;DJ Groove;726;100
Damian Force (6007600);6007600;Damian Force;187;41
Crazibiza (1177287);1177287;Crazibiza;8475;238
Wonderloop (60162432);60162432;Wonderloop;2;6
AtellaGali (6943441);6943441;AtellaGali;59248;14
Psyko Punkz (191739);191739;Psyko Punkz;42658;61
 (169321);169321;;0;0
 (1381386);1381386;;0;0
 (276793);276793;;0;0
 (1047153);1047153;;0;0
 (8224704);8224704;;0;0
Global Deejays (589);589;Global Deejays;39382;1
Martin Van Lectro (1361341);1361341;Martin Van Lectro;1472;42
Maximals (668470);668470;Maximals;766;21
Zight (3252421);3252421;Zight;9;8
Marc Benjamin (1330028);1330028;Marc Benjamin;1724;44
THIERRY VON DER WARTH (61577792);61577792;THIERRY VON DER WARTH;93;15
Thierry Von Der Warth & Chris Willis (130757702);130757702;Thierry Von Der Warth & Chris Willis;1;2
Chris Willis with Vinyljackers (10815358);10815358;Chris Willis with Vinyljackers;1;1
Vinyljackers (10815356);10815356;Vinyljackers;54;1
MC Alee (5264502);5264502;MC Alee;268;3
Mark With A K (1030965);1030965;Mark With A K;31332;39
DiMaro (892012);892012;DiMaro;19974;37
Rebel (346662);346662;Rebel;151360;11
TwinCloth (53337902);53337902;TwinCloth;597;4
Soulja Boy (352219);352219;Soulja Boy;561327;91
DJ Poet (4844108);4844108;DJ Poet;11;1
I-Three (123598);123598;I-Three;116;3
Rita Marley (93255);93255;Rita Marley;24930;12
Yp (85562);85562;Yp;133;101
Axl Jack (13061805);13061805;Axl Jack;11;0
Q-Tip (8923);8923;Q-Tip;44922;9
Cole The VII (13585347);13585347;Cole The VII;5;105
Dave Garnier (70137922);70137922;Dave Garnier;4;21
Enyo (5992088);5992088;Enyo;156;73
Van Snyder (1419112);1419112;Van Snyder;1813;163
Disco Pogo (5310634);5310634;Disco Pogo;2346;1
Geiles Leben (9657286);9657286;Geiles Leben;1283;11
Nightcore (5054289);5054289;Nightcore;123207;195
Elian Frankox (146546472);146546472;Elian Frankox;0;0
DJ Crespo (7387412);7387412;DJ Crespo;846;3
Jason Parris (6788671);6788671;Jason Parris;58;4
Gregor Es (1417957);1417957;Gregor Es;194;6
SOUNDCHECK (552894);552894;SOUNDCHECK;707;29
DJ Jeroenski (535874);535874;DJ Jeroenski;33;15
Marco V (13269);13269;Marco V;27770;170
Joshua Cherney (6788669);6788669;Joshua Cherney;34;0
Masons Rave (6788665);6788665;Masons Rave;6;1
Jumpstar (6066328);6066328;Jumpstar;14;3
Rezone (5331192);5331192;Rezone;324;46
Party Killers (4795851);4795851;Party Killers;9;15
Kill FM (4661849);4661849;Kill FM;623;8
Moiez (4440350);4440350;Moiez;1839;5
Charity Strike (4064449);4064449;Charity Strike;1867;4
Stefano Pain (1366689);1366689;Stefano Pain;1209;56
Adam Rickfors (1330241);1330241;Adam Rickfors;206;14
Nathan C (347381);347381;Nathan C;672;22
MOSKA (241611);241611;MOSKA;18418;42
Dirty Rush (164333);164333;Dirty Rush;214;5
Landis (119074);119074;Landis;1912;66
Sean Finn (12517);12517;Sean Finn;8586;26
Harry Romero (61911);61911;Harry Romero;1214;153
MYNC (433769);433769;MYNC;5494;29
Scott Sparks (1658229);1658229;Scott Sparks;175;13
Jewelz (1049647);1049647;Jewelz;769;28
Disco Fries (646935);646935;Disco Fries;3135;118
LOOPERS (802066);802066;LOOPERS;4154;62
SMOLNIY (4323227);4323227;SMOLNIY;33;5
Loken (5225479);5225479;Loken;153;11
Mell Tierra (1029890);1029890;Mell Tierra;953;44
Oliver Heldens (4777520);4777520;Oliver Heldens;368256;104
Vato Gonzalez (535877);535877;Vato Gonzalez;10785;24
Rico Caruso (4444017);4444017;Rico Caruso;58;4
Jared Dietch (1593274);1593274;Jared Dietch;50;9
Tanktop (4950509);4950509;Tanktop;0;1
Anjey (4375741);4375741;Anjey;12;10
RockSaw (4497563);4497563;RockSaw;73;3
Wasteland (62612);62612;Wasteland;691;50
Lisa (8283);8283;Lisa;6125;73
Eva Simons (274673);274673;Eva Simons;103493;41
Natalia Kills (793038);793038;Natalia Kills;56029;9
GoonRock (4674587);4674587;GoonRock;7135;1
Lauren Bennett (1678240);1678240;Lauren Bennett;4376;1
Jessica Sutta (1397185);1397185;Jessica Sutta;5081;3
 (406688);406688;;0;0
Ali Tamposi (4407969);4407969;Ali Tamposi;4;0
Drax Project (9830724);9830724;Drax Project;2702;21
Howard Jones (3384);3384;Howard Jones;13576;54
Coco (11086);11086;Coco;4397;199
Liza Owen (6147526);6147526;Liza Owen;334;11
Second Sun (13296);13296;Second Sun;175;67
Caroline (106312272);106312272;Caroline;11;16
Luciana (58175);58175;Luciana;5700;113
D.O.D (162668);162668;D.O.D;6665;78
Cid (3267911);3267911;Cid;2196;44
Jack Wilby (4979259);4979259;Jack Wilby;147;13
Tudor (5577748);5577748;Tudor;35;39
Kyan (1379260);1379260;Kyan;4482;15
Just Kiddin (1478485);1478485;Just Kiddin;2797;62
Dope Lemon (9962076);9962076;Dope Lemon;14681;14
Willy Monfret (4176448);4176448;Willy Monfret;20;10
Grace Gaustad (14479479);14479479;Grace Gaustad;1238;26
Wealth (7711734);7711734;Wealth;6;24
Tom Staar (353431);353431;Tom Staar;9976;66
Jem Cooke (1668942);1668942;Jem Cooke;2064;54
Zyra (6229902);6229902;Zyra;498;16
ODESZA (4707030);4707030;ODESZA;115941;38
Doechii (51965252);51965252;Doechii;1323;17
Bïa (7968);7968;Bïa;4149;8
Missy Elliott (91);91;Missy Elliott;731333;25
Freya Ridings (12290606);12290606;Freya Ridings;69244;24
MJ Cole (5552);5552;MJ Cole;5558;63
Franklin (182890);182890;Franklin;1407;91
Dallas Austin (4403991);4403991;Dallas Austin;42;15
Superorganism (11787877);11787877;Superorganism;9857;20
Lana Del Rey (1424821);1424821;Lana Del Rey;4086623;47
Rayven Justice (3185911);3185911;Rayven Justice;12855;118
 (13641817);13641817;;0;0
 (5004074);5004074;;0;0
 (6566241);6566241;;0;0
 (160999942);160999942;;0;0
 (69132932);69132932;;0;0
Eric Bellinger (4432412);4432412;Eric Bellinger;68587;107
Carmen DeLeon (103429902);103429902;Carmen DeLeon;283;12
L.L.A.M.A (123228522);123228522;L.L.A.M.A;48;1
Mavado (156229);156229;Mavado;270392;203
O.T. Genasis (5510618);5510618;O.T. Genasis;79107;34
Céline Dion (198);198;Céline Dion;2526031;77
Jennifer Hudson (134163);134163;Jennifer Hudson;409764;33
Peedi Peedi (4875854);4875854;Peedi Peedi;16;0
El Micha (279482);279482;El Micha;3566;122
Lenier (5643053);5643053;Lenier;3211;66
New Kids on the Block (657);657;New Kids on the Block;100648;19
Zae France (13584951);13584951;Zae France;154;10
Blac Youngsta (7626068);7626068;Blac Youngsta;19574;45
Lauren Jauregui (10433448);10433448;Lauren Jauregui;222494;15
A$AP Ferg (4341930);4341930;A$AP Ferg;297211;44
Tish Hyman (5862690);5862690;Tish Hyman;1043;7
Musiq Soulchild (66100);66100;Musiq Soulchild;90920;41
Quality Control (498918);498918;Quality Control;121217;15
G-Eazy (810507);810507;G-Eazy;951112;84
Leon Thomas (71264);71264;Leon Thomas;38134;10
Lost Kings (8184970);8184970;Lost Kings;8588;38
Ali Gatie (12741929);12741929;Ali Gatie;183023;37
MAX (8904);8904;MAX;43070;65
Vince Staples (4037971);4037971;Vince Staples;68709;23
Wale (281561);281561;Wale;574995;58
Culture Jam (84419512);84419512;Culture Jam;112;6
Buju Banton (7081);7081;Buju Banton;227723;77
Juicy J, Ty Dolla $ign (11652473);11652473;Juicy J, Ty Dolla $ign;197;0
Boys Noize (9907);9907;Boys Noize;158493;84
SHOTTY HORROH (4545798);4545798;SHOTTY HORROH;2511;21
MAC MILLER (632926);632926;MAC MILLER;955329;38
dvsn (8835400);8835400;dvsn;54488;26
Sage The Gemini (4308309);4308309;Sage The Gemini;83817;40
Rae Sremmurd (5575762);5575762;Rae Sremmurd;993215;15
Mahalia (1647553);1647553;Mahalia;104166;56
 (6563333);6563333;;0;0
 (257128);257128;;0;0
Joe Moses (497661);497661;Joe Moses;1528;39
Sueco (6746889);6746889;Sueco;4653;25
Kehlani (5603027);5603027;Kehlani;530806;57
Skrillex (525643);525643;Skrillex;3718366;49
FKA twigs (5039338);5039338;FKA twigs;96516;18
Joyner Lucas (5942214);5942214;Joyner Lucas;280589;36
Adekunle Gold (8791550);8791550;Adekunle Gold;158727;22
